side,N,prec,iters,event,per_transform
yafft_v3,120,f32,2500000,fp_arith_inst_retired.128b_packed_single,0.0
yafft_v3,120,f32,2500000,fp_arith_inst_retired.256b_packed_double,0.0
yafft_v3,120,f32,2500000,fp_arith_inst_retired.256b_packed_single,412.023894
yafft_v3,120,f32,2500000,fp_arith_inst_retired.512b_packed_double,0.0
yafft_v3,120,f32,2500000,fp_arith_inst_retired.512b_packed_single,0.0
yafft_v3,120,f32,2500000,fp_arith_inst_retired.scalar_double,6e-06
yafft_v3,120,f32,2500000,fp_arith_inst_retired.scalar_single,392.3094476
yafft_v3,120,f32,2500000,instructions,2945.1247496
yafft_v4,120,f32,2500000,cycles,1169.339962
yafft_v4,120,f32,2500000,fp_arith_inst_retired.128b_packed_double,-4e-07
yafft_v4,120,f32,2500000,fp_arith_inst_retired.128b_packed_single,143.766422
yafft_v4,120,f32,2500000,fp_arith_inst_retired.256b_packed_double,0.0
yafft_v4,120,f32,2500000,fp_arith_inst_retired.256b_packed_single,97.8846348
yafft_v4,120,f32,2500000,fp_arith_inst_retired.512b_packed_double,0.0
yafft_v4,120,f32,2500000,fp_arith_inst_retired.512b_packed_single,0.0
yafft_v4,120,f32,2500000,fp_arith_inst_retired.scalar_double,-3.6e-06
yafft_v4,120,f32,2500000,fp_arith_inst_retired.scalar_single,2991.4077744
yafft_v4,120,f32,2500000,instructions,6601.267914
fftw,256,f32,1171875,cycles,420.84895744
fftw,256,f32,1171875,fp_arith_inst_retired.128b_packed_double,-2.2186666666666665e-05
fftw,256,f32,1171875,fp_arith_inst_retired.128b_packed_single,0.0
fftw,256,f32,1171875,fp_arith_inst_retired.256b_packed_double,0.0
fftw,256,f32,1171875,fp_arith_inst_retired.256b_packed_single,937.450752
fftw,256,f32,1171875,fp_arith_inst_retired.512b_packed_double,0.0
fftw,256,f32,1171875,fp_arith_inst_retired.512b_packed_single,0.0
fftw,256,f32,1171875,fp_arith_inst_retired.scalar_double,5.973333333333333e-05
fftw,256,f32,1171875,fp_arith_inst_retired.scalar_single,0.99941376
fftw,256,f32,1171875,instructions,1898.9817710933332
yafft_v2,256,f32,1171875,cycles,1369.5469730133334
yafft_v2,256,f32,1171875,fp_arith_inst_retired.128b_packed_double,-9.386666666666666e-06
yafft_v2,256,f32,1171875,fp_arith_inst_retired.128b_packed_single,1771.63012096
yafft_v2,256,f32,1171875,fp_arith_inst_retired.256b_packed_double,0.0
yafft_v2,256,f32,1171875,fp_arith_inst_retired.256b_packed_single,0.0
yafft_v2,256,f32,1171875,fp_arith_inst_retired.512b_packed_double,0.0
yafft_v2,256,f32,1171875,fp_arith_inst_retired.512b_packed_single,0.0
yafft_v2,256,f32,1171875,fp_arith_inst_retired.scalar_double,-0.024787626666666666
yafft_v2,256,f32,1171875,fp_arith_inst_retired.scalar_single,0.9990519466666666
yafft_v2,256,f32,1171875,instructions,7170.98969088
yafft_v3,256,f32,1171875,cycles,871.18472448
yafft_v3,256,f32,1171875,fp_arith_inst_retired.128b_packed_double,7.68e-06
yafft_v3,256,f32,1171875,fp_arith_inst_retired.128b_packed_single,0.0
yafft_v3,256,f32,1171875,fp_arith_inst_retired.256b_packed_double,0.0
